sample, time_ms
1607, 68.3594
1608, 69.3359
1609, 70.3125
1610, 71.2891
1611, 72.2656
1612, 73.2422
1613, 74.2188
1614, 75.1953
1615, 76.1719
1616, 77.1484
1617, 78.1250
1618, 79.1016
1619, 80.0781
1620, 81.0547
1621, 82.0313
1622, 83.0078
1623, 83.9844
1624, 84.9609
1625, 85.9375
1626, 86.9141
1627, 87.8906
1628, 88.8672
1629, 89.8438
1630, 90.8203
1631, 91.7969
1632, 92.7734
1633, 93.7500
1634, 94.7266
1635, 95.7031
1636, 96.6797
1637, 97.6563
1638, 98.6328
1639, 99.6094
1640, 100.5859
1641, 101.5625
1642, 102.5391
1643, 103.5156
1644, 104.4922
1645, 105.4688
1646, 106.4453
1647, 107.4219
1648, 108.3984
1649, 109.3750
1650, 110.3516
1651, 111.3281
1652, 112.3047
1653, 113.2813
1654, 114.2578
1655, 115.2344
1656, 116.2109
1657, 117.1875
1658, 118.1641
1659, 119.1406
1660, 120.1172
1661, 121.0938
1662, 122.0703
1663, 123.0469
1664, 124.0234
1665, 125.0000
1666, 125.9766
1667, 126.9531
1668, 127.9297
1669, 128.9063
1670, 129.8828
1671, 130.8594
1672, 131.8359
1673, 132.8125
1674, 133.7891
1675, 134.7656
1676, 135.7422
1677, 136.7188
1678, 137.6953
1679, 138.6719
1680, 139.6484
1681, 140.6250
1682, 141.6016
1683, 142.5781
1684, 143.5547
1685, 144.5313
1686, 145.5078
1687, 146.4844
1688, 147.4609
1689, 148.4375
1690, 149.4141
1691, 150.3906
1692, 151.3672
1693, 152.3438
1694, 153.3203
1695, 154.2969
1696, 155.2734
1697, 156.2500
1698, 157.2266
1699, 158.2031
1700, 159.1797
1701, 160.1563
1702, 161.1328
1703, 162.1094
1704, 163.0859
1705, 164.0625
1706, 165.0391
1707, 166.0156
1708, 166.9922
1709, 167.9688
1710, 168.9453
1711, 169.9219
1712, 170.8984
1713, 171.8750
1714, 172.8516
1715, 173.8281
1716, 174.8047
1717, 175.7813
1718, 176.7578
1719, 177.7344
1720, 178.7109
1721, 179.6875
1722, 180.6641
1723, 181.6406
1724, 182.6172
1725, 183.5938
1726, 184.5703
1727, 185.5469
1728, 186.5234
1729, 187.5000
1730, 188.4766
1731, 189.4531
1732, 190.4297
1733, 191.4063
1734, 192.3828
1735, 193.3594
1736, 194.3359
1737, 195.3125
1738, 196.2891
1739, 197.2656
1740, 198.2422
1741, 199.2188
1742, 200.1953
1743, 201.1719
1744, 202.1484
1745, 203.1250
1746, 204.1016
1747, 205.0781
1748, 206.0547
1749, 207.0313
1750, 208.0078
1751, 208.9844
1752, 209.9609
1753, 210.9375
1754, 211.9141
1755, 212.8906
1756, 213.8672
1757, 214.8438
1758, 215.8203
1759, 216.7969
1760, 217.7734
1761, 218.7500
1762, 219.7266
1763, 220.7031
1764, 221.6797
1765, 222.6563
1766, 223.6328
1767, 224.6094
1768, 225.5859
1769, 226.5625
1770, 227.5391
1771, 228.5156
1772, 229.4922
1773, 230.4688
1774, 231.4453
1775, 232.4219
1776, 233.3984
1777, 234.3750
1778, 235.3516
1779, 236.3281
1780, 237.3047
1781, 238.2813
1782, 239.2578
1783, 240.2344
1784, 241.2109
1785, 242.1875
1786, 243.1641
1787, 244.1406
1788, 245.1172
1789, 246.0938
1790, 247.0703
1791, 248.0469
1792, 249.0234
1793, 250.0000
1794, 250.9766
1795, 251.9531
1796, 252.9297
1797, 253.9063
1798, 254.8828
1799, 255.8594
1800, 256.8359
1801, 257.8125
1802, 258.7891
1803, 259.7656
1804, 260.7422
1805, 261.7188
1806, 262.6953
1807, 263.6719
1808, 264.6484
1809, 265.6250
1810, 266.6016
1811, 267.5781
1812, 268.5547
1813, 269.5313
1814, 270.5078
1815, 271.4844
1816, 272.4609
1817, 273.4375
1818, 274.4141
1819, 275.3906
1820, 276.3672
1821, 277.3438
1822, 278.3203
1823, 279.2969
1824, 280.2734
1825, 281.2500
1826, 282.2266
1827, 283.2031
1828, 284.1797
1829, 285.1563
1830, 286.1328
1831, 287.1094
1832, 288.0859
1833, 289.0625
1834, 290.0391
1835, 291.0156
1836, 291.9922
1837, 292.9688
1838, 293.9453
1839, 294.9219
1840, 295.8984
1841, 296.8750
1842, 297.8516
1843, 298.8281
1844, 299.8047
1845, 300.7813
1846, 301.7578
1847, 302.7344
1848, 303.7109
1849, 304.6875
1850, 305.6641
1851, 306.6406
1852, 307.6172
1853, 308.5938
1854, 309.5703
1855, 310.5469
1856, 311.5234
1857, 312.5000
1858, 313.4766
1859, 314.4531
1860, 315.4297
1861, 316.4063
1862, 317.3828
1863, 318.3594
1864, 319.3359
1865, 320.3125
1866, 321.2891
1867, 322.2656
1868, 323.2422
1869, 324.2188
1870, 325.1953
1871, 326.1719
1872, 327.1484
1873, 328.1250
1874, 329.1016
1875, 330.0781
1876, 331.0547
1877, 332.0313
1878, 333.0078
1879, 333.9844
1880, 334.9609
1881, 335.9375
1882, 336.9141
1883, 337.8906
1884, 338.8672
1885, 339.8438
1886, 340.8203
1887, 341.7969
1888, 342.7734
1889, 343.7500
1890, 344.7266
1891, 345.7031
1892, 346.6797
1893, 347.6563
1894, 348.6328
1895, 349.6094
1896, 350.5859
1897, 351.5625
1898, 352.5391
1899, 353.5156
1900, 354.4922
1901, 355.4688
1902, 356.4453
1903, 357.4219
1904, 358.3984
1905, 359.3750
1906, 360.3516
1907, 361.3281
1908, 362.3047
1909, 363.2813
1910, 364.2578
1911, 365.2344
1912, 366.2109
1913, 367.1875
1914, 368.1641
1915, 369.1406
1916, 370.1172
1917, 371.0938
1918, 372.0703
1919, 373.0469
1920, 374.0234
1921, 375.0000
1922, 375.9766
1923, 376.9531
1924, 377.9297
1925, 378.9063
1926, 379.8828
1927, 380.8594
1928, 381.8359
1929, 382.8125
1930, 383.7891
1931, 384.7656
1932, 385.7422
1933, 386.7188
1934, 387.6953
1935, 388.6719
1936, 389.6484
1937, 390.6250
1938, 391.6016
1939, 392.5781
1940, 393.5547
1941, 394.5313
1942, 395.5078
1943, 396.4844
1944, 397.4609
1945, 398.4375
1946, 399.4141
1947, 400.3906
1948, 401.3672
1949, 402.3438
1950, 403.3203
1951, 404.2969
1952, 405.2734
1953, 406.2500
1954, 407.2266
1955, 408.2031
1956, 409.1797
1957, 410.1563
1958, 411.1328
1959, 412.1094
1960, 413.0859
1961, 414.0625
1962, 415.0391
1963, 416.0156
1964, 416.9922
1965, 417.9688
1966, 418.9453
1967, 419.9219
1968, 420.8984
1969, 421.8750
1970, 422.8516
1971, 423.8281
1972, 424.8047
1973, 425.7813
1974, 426.7578
1975, 427.7344
1976, 428.7109
1977, 429.6875
1978, 430.6641
1979, 431.6406
1980, 432.6172
1981, 433.5938
1982, 434.5703
1983, 435.5469
1984, 436.5234
1985, 437.5000
1986, 438.4766
1987, 439.4531
1988, 440.4297
1989, 441.4063
1990, 442.3828
1991, 443.3594
1992, 444.3359
1993, 445.3125
1994, 446.2891
1995, 447.2656
1996, 448.2422
1997, 449.2188
1998, 450.1953
1999, 451.1719
2000, 452.1484
2001, 453.1250
2002, 454.1016
2003, 455.0781
2004, 456.0547
2005, 457.0313
2006, 458.0078
2007, 458.9844
2008, 459.9609
2009, 460.9375
2010, 461.9141
2011, 462.8906
2012, 463.8672
2013, 464.8438
2014, 465.8203
2015, 466.7969
2016, 467.7734
2017, 468.7500
2018, 469.7266
2019, 470.7031
2020, 471.6797
2021, 472.6563
2022, 473.6328
2023, 474.6094
2024, 475.5859
2025, 476.5625
2026, 477.5391
2027, 478.5156
2028, 479.4922
2029, 480.4688
2030, 481.4453
2031, 482.4219
2032, 483.3984
2033, 484.3750
2034, 485.3516
2035, 486.3281
2036, 487.3047
2037, 488.2813
2038, 489.2578
2039, 490.2344
2040, 491.2109
2041, 492.1875
2042, 493.1641
2043, 494.1406
2044, 495.1172
2045, 496.0938
2046, 497.0703
2047, 498.0469
2048, 499.0234
2049, 500.0000
2050, 500.9766
2051, 501.9531
2052, 502.9297
2053, 503.9063
2054, 504.8828
2055, 505.8594
2056, 506.8359
2057, 507.8125
2058, 508.7891
2059, 509.7656
2060, 510.7422
2061, 511.7188
2062, 512.6953
2063, 513.6719
2064, 514.6484
2065, 515.6250
2066, 516.6016
2067, 517.5781
2068, 518.5547
2069, 519.5313
2070, 520.5078
2071, 521.4844
2072, 522.4609
2073, 523.4375
2074, 524.4141
2075, 525.3906
2076, 526.3672
2077, 527.3438
2078, 528.3203
2079, 529.2969
2080, 530.2734
2081, 531.2500
2082, 532.2266
2083, 533.2031
2084, 534.1797
2085, 535.1563
2086, 536.1328
2087, 537.1094
2088, 538.0859
2089, 539.0625
2090, 540.0391
2091, 541.0156
2092, 541.9922
2093, 542.9688
2094, 543.9453
2095, 544.9219
2096, 545.8984
2097, 546.8750
2098, 547.8516
2099, 548.8281
2100, 549.8047
2101, 550.7813
2102, 551.7578
2103, 552.7344
2104, 553.7109
2105, 554.6875
2106, 555.6641
2107, 556.6406
2108, 557.6172
2109, 558.5938
2110, 559.5703
2111, 560.5469
2112, 561.5234
2113, 562.5000
2114, 563.4766
2115, 564.4531
2116, 565.4297
2117, 566.4063
2118, 567.3828
2119, 568.3594
2120, 569.3359
2121, 570.3125
2122, 571.2891
2123, 572.2656
2124, 573.2422
2125, 574.2188
2126, 575.1953
2127, 576.1719
2128, 577.1484
2129, 578.1250
2130, 579.1016
2131, 580.0781
2132, 581.0547
2133, 582.0313
2134, 583.0078
2135, 583.9844
2136, 584.9609
2137, 585.9375
2138, 586.9141
2139, 587.8906
2140, 588.8672
2141, 589.8438
2142, 590.8203
2143, 591.7969
2144, 592.7734
2145, 593.7500
2146, 594.7266
2147, 595.7031
2148, 596.6797
2149, 597.6563
2150, 598.6328
2151, 599.6094
2152, 600.5859
2153, 601.5625
2154, 602.5391
2155, 603.5156
2156, 604.4922
2157, 605.4688
2158, 606.4453
2159, 607.4219
2160, 608.3984
2161, 609.3750
2162, 610.3516
2163, 611.3281
2164, 612.3047
2165, 613.2813
2166, 614.2578
2167, 615.2344
2168, 616.2109
2169, 617.1875
2170, 618.1641
2171, 619.1406
2172, 620.1172
2173, 621.0938
2174, 622.0703
2175, 623.0469
2176, 624.0234
2177, 625.0000
2178, 625.9766
2179, 626.9531
2180, 627.9297
2181, 628.9063
2182, 629.8828
2183, 630.8594
2184, 631.8359
2185, 632.8125
2186, 633.7891
2187, 634.7656
2188, 635.7422
2189, 636.7188
2190, 637.6953
2191, 638.6719
2192, 639.6484
2193, 640.6250
2194, 641.6016
2195, 642.5781
2196, 643.5547
2197, 644.5313
2198, 645.5078
2199, 646.4844
2200, 647.4609
2201, 648.4375
2202, 649.4141
2203, 650.3906
2204, 651.3672
2205, 652.3438
2206, 653.3203
2207, 654.2969
2208, 655.2734
2209, 656.2500
2210, 657.2266
2211, 658.2031
2212, 659.1797
2213, 660.1563
2214, 661.1328
2215, 662.1094
2216, 663.0859
2217, 664.0625
2218, 665.0391
2219, 666.0156
2220, 666.9922
2221, 667.9688
2222, 668.9453
2223, 669.9219
2224, 670.8984
2225, 671.8750
2226, 672.8516
2227, 673.8281
2228, 674.8047
2229, 675.7813
2230, 676.7578
2231, 677.7344
2232, 678.7109
2233, 679.6875
2234, 680.6641
2235, 681.6406
2236, 682.6172
2237, 683.5938
2238, 684.5703
2239, 685.5469
2240, 686.5234
2241, 687.5000
2242, 688.4766
2243, 689.4531
2244, 690.4297
2245, 691.4063
2246, 692.3828
2247, 693.3594
2248, 694.3359
2249, 695.3125
2250, 696.2891
2251, 697.2656
2252, 698.2422
2253, 699.2188
2254, 700.1953
2255, 701.1719
2256, 702.1484
2257, 703.1250
2258, 704.1016
2259, 705.0781
2260, 706.0547
2261, 707.0313
2262, 708.0078
2263, 708.9844
2264, 709.9609
2265, 710.9375
2266, 711.9141
2267, 712.8906
2268, 713.8672
2269, 714.8438
2270, 715.8203
2271, 716.7969
2272, 717.7734
2273, 718.7500
2274, 719.7266
2275, 720.7031
2276, 721.6797
2277, 722.6563
2278, 723.6328
2279, 724.6094
2280, 725.5859
2281, 726.5625
2282, 727.5391
2283, 728.5156
2284, 729.4922
2285, 730.4688
2286, 731.4453
2287, 732.4219
2288, 733.3984
2289, 734.3750
2290, 735.3516
2291, 736.3281
2292, 737.3047
2293, 738.2813
2294, 739.2578
2295, 740.2344
2296, 741.2109
2297, 742.1875
2298, 743.1641
2299, 744.1406
2300, 745.1172
2301, 746.0938
2302, 747.0703
2303, 748.0469
2304, 749.0234
2305, 750.0000
2306, 750.9766
2307, 751.9531
2308, 752.9297
2309, 753.9063
2310, 754.8828
2311, 755.8594
2312, 756.8359
2313, 757.8125
2314, 758.7891
2315, 759.7656
2316, 760.7422
2317, 761.7188
2318, 762.6953
2319, 763.6719
2320, 764.6484
2321, 765.6250
2322, 766.6016
2323, 767.5781
2324, 768.5547
2325, 769.5313
2326, 770.5078
2327, 771.4844
2328, 772.4609
2329, 773.4375
2330, 774.4141
2331, 775.3906
2332, 776.3672
2333, 777.3438
2334, 778.3203
2335, 779.2969
2336, 780.2734
2337, 781.2500
2338, 782.2266
2339, 783.2031
2340, 784.1797
2341, 785.1563
2342, 786.1328
2343, 787.1094
2344, 788.0859
2345, 789.0625
2346, 790.0391
2347, 791.0156
2348, 791.9922
2349, 792.9688
2350, 793.9453
2351, 794.9219
2352, 795.8984
2353, 796.8750
2354, 797.8516
2355, 798.8281
2356, 799.8047
2357, 800.7813
2358, 801.7578
2359, 802.7344
2360, 803.7109
2361, 804.6875
2362, 805.6641
2363, 806.6406
2364, 807.6172
2365, 808.5938
2366, 809.5703
2367, 810.5469
2368, 811.5234
2369, 812.5000
2370, 813.4766
2371, 814.4531
2372, 815.4297
2373, 816.4063
2374, 817.3828
2375, 818.3594
2376, 819.3359
2377, 820.3125
2378, 821.2891
2379, 822.2656
2380, 823.2422
2381, 824.2188
2382, 825.1953
2383, 826.1719
2384, 827.1484
2385, 828.1250
2386, 829.1016
2387, 830.0781
2388, 831.0547
2389, 832.0313
2390, 833.0078
2391, 833.9844
2392, 834.9609
2393, 835.9375
2394, 836.9141
2395, 837.8906
2396, 838.8672
2397, 839.8438
2398, 840.8203
2399, 841.7969
2400, 842.7734
2401, 843.7500
2402, 844.7266
2403, 845.7031
2404, 846.6797
2405, 847.6563
2406, 848.6328
2407, 849.6094
2408, 850.5859
2409, 851.5625
2410, 852.5391
2411, 853.5156
2412, 854.4922
2413, 855.4688
2414, 856.4453
2415, 857.4219
2416, 858.3984
2417, 859.3750
2418, 860.3516
2419, 861.3281
2420, 862.3047
2421, 863.2813
2422, 864.2578
2423, 865.2344
2424, 866.2109
2425, 867.1875
2426, 868.1641
2427, 869.1406
2428, 870.1172
2429, 871.0938
2430, 872.0703
2431, 873.0469
2432, 874.0234
2433, 875.0000
2434, 875.9766
2435, 876.9531
2436, 877.9297
2437, 878.9063
2438, 879.8828
2439, 880.8594
2440, 881.8359
2441, 882.8125
2442, 883.7891
2443, 884.7656
2444, 885.7422
2445, 886.7188
2446, 887.6953
2447, 888.6719
2448, 889.6484
2449, 890.6250
2450, 891.6016
2451, 892.5781
2452, 893.5547
2453, 894.5313
2454, 895.5078
2455, 896.4844
2456, 897.4609
2457, 898.4375
2458, 899.4141
2459, 900.3906
2460, 901.3672
2461, 902.3438
2462, 903.3203
2463, 904.2969
2464, 905.2734
2465, 906.2500
2466, 907.2266
2467, 908.2031
2468, 909.1797
2469, 910.1563
2470, 911.1328
2471, 912.1094
2472, 913.0859
2473, 914.0625
2474, 915.0391
2475, 916.0156
2476, 916.9922
2477, 917.9688
2478, 918.9453
2479, 919.9219
2480, 920.8984
2481, 921.8750
2482, 922.8516
2483, 923.8281
2484, 924.8047
2485, 925.7813
2486, 926.7578
2487, 927.7344
2488, 928.7109
2489, 929.6875
2490, 930.6641
2491, 931.6406
2492, 932.6172
2493, 933.5938
2494, 934.5703
2495, 935.5469
2496, 936.5234
2497, 937.5000
2498, 938.4766
2499, 939.4531
2500, 940.4297
2501, 941.4063
2502, 942.3828
2503, 943.3594
2504, 944.3359
2505, 945.3125
2506, 946.2891
2507, 947.2656
2508, 948.2422
2509, 949.2188
2510, 950.1953
2511, 951.1719
2512, 952.1484
2513, 953.1250
2514, 954.1016
2515, 955.0781
2516, 956.0547
2517, 957.0313
2518, 958.0078
2519, 958.9844
2520, 959.9609
2521, 960.9375
2522, 961.9141
2523, 962.8906
2524, 963.8672
2525, 964.8438
2526, 965.8203
2527, 966.7969
2528, 967.7734
2529, 968.7500
2530, 969.7266
2531, 970.7031
2532, 971.6797
2533, 972.6563
2534, 973.6328
2535, 974.6094
2536, 975.5859
2537, 976.5625
2538, 977.5391
2539, 978.5156
2540, 979.4922
2541, 980.4688
2542, 981.4453
2543, 982.4219
2544, 983.3984
2545, 984.3750
2546, 985.3516
2547, 986.3281
2548, 987.3047
2549, 988.2813
2550, 989.2578
2551, 990.2344
2552, 991.2109
2553, 992.1875
2554, 993.1641
2555, 994.1406
2556, 995.1172
2557, 996.0938
2558, 997.0703
2559, 998.0469
2560, 999.0234
2561, 1000.0000
2562, 1000.9766
2563, 1001.9531
2564, 1002.9297
2565, 1003.9063
2566, 1004.8828
2567, 1005.8594
2568, 1006.8359
2569, 1007.8125
2570, 1008.7891
2571, 1009.7656
2572, 1010.7422
2573, 1011.7188
2574, 1012.6953
2575, 1013.6719
2576, 1014.6484
2577, 1015.6250
2578, 1016.6016
2579, 1017.5781
2580, 1018.5547
2581, 1019.5313
2582, 1020.5078
2583, 1021.4844
2584, 1022.4609
2585, 1023.4375
2586, 1024.4141
2587, 1025.3906
2588, 1026.3672
2589, 1027.3438
2590, 1028.3203
2591, 1029.2969
2592, 1030.2734
2593, 1031.2500
2594, 1032.2266
2595, 1033.2031
2596, 1034.1797
2597, 1035.1563
2598, 1036.1328
2599, 1037.1094
2600, 1038.0859
2601, 1039.0625
2602, 1040.0391
2603, 1041.0156
2604, 1041.9922
2605, 1042.9688
2606, 1043.9453
2607, 1044.9219
2608, 1045.8984
2609, 1046.8750
2610, 1047.8516
2611, 1048.8281
2612, 1049.8047
2613, 1050.7813
2614, 1051.7578
2615, 1052.7344
2616, 1053.7109
2617, 1054.6875
2618, 1055.6641
2619, 1056.6406
2620, 1057.6172
2621, 1058.5938
2622, 1059.5703
2623, 1060.5469
2624, 1061.5234
2625, 1062.5000
2626, 1063.4766
2627, 1064.4531
2628, 1065.4297
2629, 1066.4063
2630, 1067.3828
2631, 1068.3594
2632, 1069.3359
2633, 1070.3125
2634, 1071.2891
2635, 1072.2656
2636, 1073.2422
2637, 1074.2188
2638, 1075.1953
2639, 1076.1719
2640, 1077.1484
2641, 1078.1250
2642, 1079.1016
2643, 1080.0781
2644, 1081.0547
2645, 1082.0313
2646, 1083.0078
2647, 1083.9844
2648, 1084.9609
2649, 1085.9375
2650, 1086.9141
2651, 1087.8906
2652, 1088.8672
2653, 1089.8438
2654, 1090.8203
2655, 1091.7969
2656, 1092.7734
2657, 1093.7500
2658, 1094.7266
2659, 1095.7031
2660, 1096.6797
2661, 1097.6563
2662, 1098.6328
2663, 1099.6094
2664, 1100.5859
2665, 1101.5625
2666, 1102.5391
2667, 1103.5156
2668, 1104.4922
2669, 1105.4688
2670, 1106.4453
2671, 1107.4219
2672, 1108.3984
2673, 1109.3750
2674, 1110.3516
2675, 1111.3281
2676, 1112.3047
2677, 1113.2813
2678, 1114.2578
2679, 1115.2344
2680, 1116.2109
2681, 1117.1875
2682, 1118.1641
2683, 1119.1406
2684, 1120.1172
2685, 1121.0938
2686, 1122.0703
2687, 1123.0469
2688, 1124.0234
2689, 1125.0000
2690, 1125.9766
2691, 1126.9531
2692, 1127.9297
2693, 1128.9063
2694, 1129.8828
2695, 1130.8594
2696, 1131.8359
2697, 1132.8125
2698, 1133.7891
2699, 1134.7656
2700, 1135.7422
2701, 1136.7188
2702, 1137.6953
2703, 1138.6719
2704, 1139.6484
2705, 1140.6250
2706, 1141.6016
2707, 1142.5781
2708, 1143.5547
2709, 1144.5313
2710, 1145.5078
2711, 1146.4844
2712, 1147.4609
2713, 1148.4375
2714, 1149.4141
2715, 1150.3906
2716, 1151.3672
2717, 1152.3438
2718, 1153.3203
2719, 1154.2969
2720, 1155.2734
2721, 1156.2500
2722, 1157.2266
2723, 1158.2031
2724, 1159.1797
2725, 1160.1563
2726, 1161.1328
2727, 1162.1094
2728, 1163.0859
2729, 1164.0625
2730, 1165.0391
2731, 1166.0156
2732, 1166.9922
2733, 1167.9688
2734, 1168.9453
2735, 1169.9219
2736, 1170.8984
2737, 1171.8750
2738, 1172.8516
2739, 1173.8281
2740, 1174.8047
2741, 1175.7813
2742, 1176.7578
2743, 1177.7344
2744, 1178.7109
2745, 1179.6875
2746, 1180.6641
2747, 1181.6406
2748, 1182.6172
2749, 1183.5938
2750, 1184.5703
2751, 1185.5469
2752, 1186.5234
2753, 1187.5000
2754, 1188.4766
2755, 1189.4531
2756, 1190.4297
2757, 1191.4063
2758, 1192.3828
2759, 1193.3594
2760, 1194.3359
2761, 1195.3125
2762, 1196.2891
2763, 1197.2656
2764, 1198.2422
2765, 1199.2188
2766, 1200.1953
2767, 1201.1719
2768, 1202.1484
2769, 1203.1250
2770, 1204.1016
2771, 1205.0781
2772, 1206.0547
2773, 1207.0313
2774, 1208.0078
2775, 1208.9844
2776, 1209.9609
2777, 1210.9375
2778, 1211.9141
2779, 1212.8906
2780, 1213.8672
2781, 1214.8438
2782, 1215.8203
2783, 1216.7969
2784, 1217.7734
2785, 1218.7500
2786, 1219.7266
2787, 1220.7031
2788, 1221.6797
2789, 1222.6563
2790, 1223.6328
2791, 1224.6094
2792, 1225.5859
2793, 1226.5625
2794, 1227.5391
2795, 1228.5156
2796, 1229.4922
2797, 1230.4688
2798, 1231.4453
2799, 1232.4219
2800, 1233.3984
2801, 1234.3750
2802, 1235.3516
2803, 1236.3281
2804, 1237.3047
2805, 1238.2813
2806, 1239.2578
2807, 1240.2344
2808, 1241.2109
2809, 1242.1875
2810, 1243.1641
2811, 1244.1406
2812, 1245.1172
2813, 1246.0938
2814, 1247.0703
2815, 1248.0469
2816, 1249.0234
2817, 1250.0000
2818, 1250.9766
2819, 1251.9531
2820, 1252.9297
2821, 1253.9063
2822, 1254.8828
2823, 1255.8594
2824, 1256.8359
2825, 1257.8125
2826, 1258.7891
2827, 1259.7656
2828, 1260.7422
2829, 1261.7188
2830, 1262.6953
2831, 1263.6719
2832, 1264.6484
2833, 1265.6250
2834, 1266.6016
2835, 1267.5781
2836, 1268.5547
2837, 1269.5313
2838, 1270.5078
2839, 1271.4844
2840, 1272.4609
2841, 1273.4375
2842, 1274.4141
2843, 1275.3906
2844, 1276.3672
2845, 1277.3438
2846, 1278.3203
2847, 1279.2969
2848, 1280.2734
2849, 1281.2500
2850, 1282.2266
2851, 1283.2031
2852, 1284.1797
2853, 1285.1563
2854, 1286.1328
2855, 1287.1094
2856, 1288.0859
2857, 1289.0625
2858, 1290.0391
2859, 1291.0156
2860, 1291.9922
2861, 1292.9688
2862, 1293.9453
2863, 1294.9219
2864, 1295.8984
2865, 1296.8750
2866, 1297.8516
2867, 1298.8281
2868, 1299.8047
2869, 1300.7813
2870, 1301.7578
2871, 1302.7344
2872, 1303.7109
2873, 1304.6875
2874, 1305.6641
2875, 1306.6406
2876, 1307.6172
2877, 1308.5938
2878, 1309.5703
2879, 1310.5469
2880, 1311.5234
2881, 1312.5000
2882, 1313.4766
2883, 1314.4531
2884, 1315.4297
2885, 1316.4063
2886, 1317.3828
2887, 1318.3594
2888, 1319.3359
2889, 1320.3125
2890, 1321.2891
2891, 1322.2656
2892, 1323.2422
2893, 1324.2188
2894, 1325.1953
2895, 1326.1719
2896, 1327.1484
2897, 1328.1250
2898, 1329.1016
2899, 1330.0781
2900, 1331.0547
2901, 1332.0313
2902, 1333.0078
2903, 1333.9844
2904, 1334.9609
2905, 1335.9375
2906, 1336.9141
2907, 1337.8906
2908, 1338.8672
2909, 1339.8438
2910, 1340.8203
2911, 1341.7969
2912, 1342.7734
2913, 1343.7500
2914, 1344.7266
2915, 1345.7031
2916, 1346.6797
2917, 1347.6563
2918, 1348.6328
2919, 1349.6094
2920, 1350.5859
2921, 1351.5625
2922, 1352.5391
2923, 1353.5156
2924, 1354.4922
2925, 1355.4688
2926, 1356.4453
2927, 1357.4219
2928, 1358.3984
2929, 1359.3750
2930, 1360.3516
2931, 1361.3281
2932, 1362.3047
2933, 1363.2813
2934, 1364.2578
2935, 1365.2344
2936, 1366.2109
2937, 1367.1875
2938, 1368.1641
2939, 1369.1406
2940, 1370.1172
2941, 1371.0938
2942, 1372.0703
2943, 1373.0469
2944, 1374.0234
2945, 1375.0000
2946, 1375.9766
2947, 1376.9531
2948, 1377.9297
2949, 1378.9063
2950, 1379.8828
2951, 1380.8594
2952, 1381.8359
2953, 1382.8125
2954, 1383.7891
2955, 1384.7656
2956, 1385.7422
2957, 1386.7188
2958, 1387.6953
2959, 1388.6719
2960, 1389.6484
2961, 1390.6250
2962, 1391.6016
2963, 1392.5781
2964, 1393.5547
2965, 1394.5313
2966, 1395.5078
2967, 1396.4844
2968, 1397.4609
2969, 1398.4375
2970, 1399.4141
2971, 1400.3906
2972, 1401.3672
2973, 1402.3438
2974, 1403.3203
2975, 1404.2969
2976, 1405.2734
2977, 1406.2500
2978, 1407.2266
2979, 1408.2031
2980, 1409.1797
2981, 1410.1563
2982, 1411.1328
2983, 1412.1094
2984, 1413.0859
2985, 1414.0625
2986, 1415.0391
2987, 1416.0156
2988, 1416.9922
2989, 1417.9688
2990, 1418.9453
2991, 1419.9219
2992, 1420.8984
2993, 1421.8750
2994, 1422.8516
2995, 1423.8281
2996, 1424.8047
2997, 1425.7813
2998, 1426.7578
2999, 1427.7344
3000, 1428.7109
3001, 1429.6875
3002, 1430.6641
3003, 1431.6406
3004, 1432.6172
3005, 1433.5938
3006, 1434.5703
3007, 1435.5469
3008, 1436.5234
3009, 1437.5000
3010, 1438.4766
3011, 1439.4531
3012, 1440.4297
3013, 1441.4063
3014, 1442.3828
3015, 1443.3594
3016, 1444.3359
3017, 1445.3125
3018, 1446.2891
3019, 1447.2656
3020, 1448.2422
3021, 1449.2188
3022, 1450.1953
3023, 1451.1719
3024, 1452.1484
3025, 1453.1250
3026, 1454.1016
3027, 1455.0781
3028, 1456.0547
3029, 1457.0313
3030, 1458.0078
3031, 1458.9844
3032, 1459.9609
3033, 1460.9375
3034, 1461.9141
3035, 1462.8906
3036, 1463.8672
3037, 1464.8438
3038, 1465.8203
3039, 1466.7969
3040, 1467.7734
3041, 1468.7500
3042, 1469.7266
3043, 1470.7031
3044, 1471.6797
3045, 1472.6563
3046, 1473.6328
3047, 1474.6094
3048, 1475.5859
3049, 1476.5625
3050, 1477.5391
3051, 1478.5156
3052, 1479.4922
3053, 1480.4688
3054, 1481.4453
3055, 1482.4219
3056, 1483.3984
3057, 1484.3750
3058, 1485.3516
3059, 1486.3281
3060, 1487.3047
3061, 1488.2813
3062, 1489.2578
3063, 1490.2344
3064, 1491.2109
3065, 1492.1875
3066, 1493.1641
3067, 1494.1406
3068, 1495.1172
3069, 1496.0938
3070, 1497.0703
3071, 1498.0469
3072, 1499.0234
